Sample number,Production area,Bed ID,Local authority,"Grid reference
682/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,8/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
683/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,8/25/21,0.0,200.0,0.0,6200.0,ND,ND,ND,,,1
685/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,8/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
686/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,8/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
687/21,Portland,B25AK,Dorset Council,SY68707757,Site A,8/31/21,40.0,0.0,0.0,560.0,ND,ND,ND,,,1
688/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,8/30/21,0.0,280.0,0.0,0.0,ND,ND,ND,,,1
689/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,8/30/21,0.0,1880.0,0.0,0.0,ND,ND,ND,,,1
690/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,8/31/21,0.0,0.0,0.0,520.0,ND,ND,ND,,,0
691/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,9/1/21,0.0,100.0,0.0,0.0,ND,ND,ND,,,1
692/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,9/1/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
693/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,9/1/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
694/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,9/2/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
695/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,9/2/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
697/21,The Wash,B003V,Boston BC,TF44234098,Toft,9/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
698/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,9/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
699/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/6/21,0.0,320.0,0.0,0.0,ND,ND,ND,,,1
700/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/6/21,0.0,2960.0,0.0,0.0,ND,ND,40,,,1
701/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,9/6/21,0.0,1400.0,0.0,0.0,ND,ND,ND,,,1
702/21,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,9/6/21,0.0,0.0,0.0,1800.0,ND,ND,ND,,,0
703/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,9/6/21,0.0,0.0,0.0,160.0,ND,ND,ND,,,0
704/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,9/5/21,0.0,0.0,0.0,160.0,ND,ND,ND,,,0
705/21,Dart,B028P,South Hams DC,SX87945350,Long Wood South,9/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
706/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,9/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
707/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,9/6/21,0.0,0.0,0.0,560.0,ND,ND,ND,,,0
708/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,9/7/21,0.0,0.0,0.0,480.0,ND,ND,ND,,,0
709/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
710/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
711/21,Portland,B25AK,Dorset Council,SY68707757,Site A,9/7/21,0.0,40.0,0.0,160.0,ND,ND,ND,,,0
712/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,9/7/21,0.0,0.0,0.0,320.0,ND,ND,ND,,,0
713/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
714/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
715/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
716/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
717/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/7/21,0.0,40.0,0.0,0.0,ND,ND,ND,,,0
718/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,9/6/21,0.0,400.0,0.0,0.0,ND,ND,ND,,,1
719/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,9/6/21,0.0,0.0,0.0,11600.0,ND,ND,ND,,,0
720/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
721/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
722/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
723/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
724/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,9/8/21,0.0,400.0,0.0,80.0,ND,ND,40,,,1
725/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,9/7/21,0.0,0.0,0.0,720.0,ND,ND,ND,,,0
726/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,9/8/21,0.0,0.0,0.0,160.0,ND,ND,ND,,,0
727/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,9/7/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
728/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,9/8/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
729/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
730/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
732/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,9/8/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
733/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,9/9/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
734/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,9/9/21,0.0,0.0,0.0,25800.0,ND,ND,ND,,,0
735/21,Swale,B076P,Swale BC,TR01316497,The Causeway,9/9/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
736/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/13/21,0.0,480.0,0.0,0.0,ND,ND,ND,,,1
737/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/13/21,0.0,1320.0,0.0,160.0,ND,ND,ND,,,1
738/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,9/13/21,0.0,0.0,0.0,5720.0,ND,ND,ND,,,0
739/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,9/14/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
740/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,9/14/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
741/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,9/14/21,0.0,0.0,0.0,1400.0,ND,ND,ND,,,0
742/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,9/13/21,0.0,80.0,0.0,160.0,ND,ND,ND,,,0
743/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,9/15/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
745/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,9/15/21,0.0,160.0,0.0,400.0,ND,ND,80,,,1
746/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,9/15/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
747/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,9/15/21,0.0,0.0,0.0,600.0,ND,ND,ND,,,0
748/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,9/15/21,0.0,0.0,0.0,280.0,ND,ND,ND,,,0
749/21,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,9/16/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
750/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,9/16/21,0.0,0.0,0.0,1800.0,ND,ND,ND,,,0
751/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/20/21,0.0,240.0,0.0,0.0,ND,ND,ND,,,1
752/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/20/21,0.0,1000.0,0.0,0.0,ND,ND,ND,,,1
753/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,9/20/21,0.0,0.0,0.0,400.0,ND,ND,100,,,0
754/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,9/20/21,0.0,0.0,0.0,1800.0,ND,ND,ND,,,0
755/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,9/21/21,0.0,0.0,0.0,960.0,ND,ND,ND,,,0
756/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,9/21/21,0.0,0.0,18520.0,0.0,ND,ND,ND,,,1
757/21,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,9/21/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
758/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,9/20/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
759/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,9/21/21,0.0,0.0,0.0,800.0,ND,ND,ND,,,0
760/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,9/21/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
761/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/21/21,0.0,120.0,0.0,440.0,ND,ND,ND,,,1
762/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,9/21/21,0.0,0.0,0.0,0.0,ND,ND,200,,,0
763/21,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,9/22/21,0.0,0.0,0.0,200.0,ND,ND,ND,,,0
764/21,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,9/22/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
765/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,9/22/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
766/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,9/22/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
767/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,9/22/21,0.0,760.0,0.0,80.0,ND,ND,ND,,,1
768/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,9/22/21,-1.0,-1.0,-1.0,-1.0,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment",,,0
769/21,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,9/21/21,0.0,200.0,0.0,2800.0,ND,ND,ND,,,1
770/21,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,9/21/21,0.0,0.0,0.0,1200.0,ND,ND,200,,,0
771/21,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,9/22/21,0.0,0.0,0.0,1500.0,ND,ND,ND,,,0
772/21,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,9/22/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
773/21,The Thames,B16BR,London PHA,TQ93798271,Phoenix,9/22/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
774/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,9/22/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
775/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,9/22/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
776/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,9/22/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
777/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,9/22/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
778/21,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,9/22/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
779/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,9/27/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
780/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,9/27/21,0.0,100.0,0.0,0.0,ND,ND,ND,,,1
781/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,9/27/21,0.0,80.0,0.0,1080.0,ND,ND,ND,,,0
782/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,9/26/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
783/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,9/27/21,0.0,0.0,0.0,11160.0,ND,ND,ND,,,0
784/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,9/28/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
785/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,9/28/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
786/21,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,9/27/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
787/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,9/28/21,0.0,0.0,0.0,2520.0,ND,ND,ND,,,0
788/21,Dart,B028B,South Hams DC,SX87415599,Waddeton,9/28/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
789/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,9/28/21,0.0,0.0,0.0,320.0,ND,ND,ND,,,0
790/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,9/29/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
791/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,9/29/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
792/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,9/29/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
793/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,10/4/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
795/21,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,10/4/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
796/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,10/4/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
797/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,10/4/21,0.0,0.0,0.0,2560.0,ND,ND,ND,,,0
798/21,Roach,B73AF,London PHA,TQ94909207,Paglesham,10/4/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
799/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,10/3/21,0.0,0.0,100.0,0.0,ND,ND,ND,,,1
800/21,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,10/4/21,0.0,0.0,0.0,1640.0,ND,ND,ND,,,0
801/21,Dart,B028P,South Hams DC,SX87945350,Long Wood South,10/5/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
802/21,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,10/5/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
803/21,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,10/4/21,0.0,80.0,0.0,0.0,ND,ND,ND,,,0
804/21,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,10/4/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
805/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,10/6/21,0.0,0.0,0.0,800.0,ND,ND,ND,,,0
806/21,Porlock Relay,B094E,Somerset West and Taunton Council,SS87184778,Porlock Relay,10/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
807/21,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,10/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
808/21,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,10/7/21,0.0,0.0,0.0,4800.0,ND,ND,ND,,,0
809/21,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,10/7/21,0.0,0.0,0.0,12500.0,ND,ND,ND,,,0
810/21,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,10/6/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
811/21,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,10/5/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
812/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,10/11/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
813/21,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,10/11/21,0.0,0.0,0.0,320.0,ND,ND,ND,,,0
814/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,10/11/21,0.0,40.0,0.0,3880.0,ND,ND,ND,,,0
815/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,10/11/21,0.0,80.0,0.0,12320.0,ND,ND,ND,,,0
816/21,Portland,B25AK,Dorset Council,SY68707757,Site A,10/11/21,0.0,240.0,0.0,1040.0,ND,ND,ND,,,1
817/21,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,10/11/21,0.0,0.0,0.0,19900.0,ND,ND,ND,,,0
818/21,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,10/11/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
819/21,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,10/12/21,0.0,0.0,0.0,300.0,ND,ND,ND,,,0
820/21,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,10/12/21,0.0,0.0,0.0,1000.0,ND,ND,ND,,,0
821/21,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,10/12/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
822/21,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,10/12/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
823/21,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,10/12/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
824/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,10/12/21,-1.0,-1.0,-1.0,-1.0,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment",,,0
825/21,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,10/12/21,0.0,0.0,0.0,39400.0,ND,ND,ND,,,0
826/21,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,10/11/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
827/21,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,10/12/21,0.0,0.0,0.0,160.0,ND,ND,ND,,,0
828/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,10/11/21,0.0,40.0,0.0,0.0,ND,ND,ND,,,0
829/21,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,10/13/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
830/21,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,10/13/21,0.0,0.0,40.0,2680.0,ND,ND,ND,,,0
831/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,10/13/21,0.0,160.0,0.0,20880.0,ND,ND,ND,,,1
832/21,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,10/13/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
833/21,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,10/13/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
835/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,10/12/21,0.0,200.0,0.0,800.0,ND,ND,ND,,,1
836/21,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,10/13/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
837/21,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,10/13/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
838/21,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,10/18/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
839/21,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,10/18/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
841/21,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,10/18/21,0.0,0.0,0.0,4400.0,ND,ND,ND,,,0
842/21,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,10/17/21,0.0,200.0,0.0,13200.0,ND,ND,ND,,,1
843/21,Portland,B25AK,Dorset Council,SY68707757,Site A,10/18/21,0.0,0.0,0.0,720.0,ND,ND,ND,,,0
844/21,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,10/19/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
845/21,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,10/19/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
846/21,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,10/19/21,-1.0,-1.0,-1.0,-1.0,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment",,,0
848/21,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,10/19/21,0.0,0.0,0.0,400.0,ND,ND,ND,,,0
849/21,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,10/20/21,0.0,0.0,17480.0,0.0,ND,ND,ND,,,1
850/21,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,10/20/21,0.0,80.0,0.0,4360.0,ND,ND,40,,,0
851/21,Swale,B076P,Swale BC,TR01316497,The Causeway,10/21/21,0.0,0.0,0.0,200.0,ND,ND,ND,,,0
852/21,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,10/25/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
853/21,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,10/25/21,0.0,40.0,0.0,7080.0,ND,ND,ND,,,0
854/21,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,10/26/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
855/21,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,10/25/21,0.0,40.0,0.0,0.0,ND,ND,ND,,,0
856/21,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,10/27/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
857/21,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,10/26/21,0.0,0.0,0.0,0.0,ND,ND,ND,,,0
